user_id,amount,datetime
518,1650,2022-10-01 21:46:00
422,25000,2022-10-01 21:53:00
827,25000,2022-10-01 22:01:00
660,500,2022-10-01 22:16:00
565,2492,2022-10-01 22:27:00
667,4015,2022-10-01 22:29:00
944,1000,2022-10-01 22:32:00
433,100000,2022-10-01 22:38:00
989,130000,2022-10-01 22:48:00
627,9671,2022-10-01 23:16:00
934,2000,2022-10-01 23:30:00
474,6000,2022-10-01 23:41:00
222,60632,2022-10-02 00:23:00
351,5479,2022-10-02 00:30:00
99,43478,2022-10-02 00:36:00
920,13000,2022-10-02 00:46:00
637,3800,2022-10-02 00:51:00
856,15000,2022-10-02 01:22:00
663,10634,2022-10-02 01:29:00
560,7797,2022-10-02 02:07:00
688,62366,2022-10-02 02:09:00
39,14200,2022-10-02 02:12:00
920,25490,2022-10-02 02:18:00
370,39347,2022-10-02 02:26:00
634,295671,2022-10-02 02:35:00
365,45451,2022-10-02 02:48:00
448,6000,2022-10-02 03:17:00
784,5500,2022-10-02 03:33:00
774,66000,2022-10-02 03:37:00
949,124500,2022-10-02 03:48:00
196,40000,2022-10-02 04:17:00
936,6857,2022-10-02 04:18:00
602,7028,2022-10-02 04:41:00
78,22000,2022-10-02 05:06:00
829,3500,2022-10-02 05:09:00
845,22000,2022-10-02 05:10:00
153,10000,2022-10-02 05:28:00
487,30000,2022-10-02 05:35:00
47,5617,2022-10-02 05:45:00
663,2803,2022-10-02 06:24:00
430,10000,2022-10-02 06:38:00
625,17000,2022-10-02 06:45:00
307,19315,2022-10-02 06:49:00
93,22000,2022-10-02 07:31:00
396,3955,2022-10-02 07:32:00
663,2127,2022-10-02 07:35:00
403,10000,2022-10-02 07:36:00
159,22712,2022-10-02 07:48:00
502,16538,2022-10-02 07:55:00
574,9000,2022-10-02 07:56:00
76,1659,2022-10-02 08:11:00
518,150,2022-10-02 08:38:00
238,25000,2022-10-02 08:43:00
106,10000,2022-10-02 08:55:00
566,180041,2022-10-02 09:03:00
944,500,2022-10-02 09:06:00
542,6000,2022-10-02 09:09:00
435,1600,2022-10-02 09:11:00
93,33000,2022-10-02 09:51:00
518,5500,2022-10-02 10:06:00
836,15000,2022-10-02 10:13:00
310,40000,2022-10-02 10:23:00
52,9520,2022-10-02 10:37:00
47,1700,2022-10-02 10:49:00
672,60000,2022-10-02 11:25:00
517,8700,2022-10-02 11:46:00
980,5000,2022-10-02 12:13:00
190,327,2022-10-02 12:40:00
164,5200,2022-10-02 12:42:00
33,8000,2022-10-02 12:49:00
625,14249,2022-10-02 13:25:00
289,8000,2022-10-02 13:56:00
634,268616,2022-10-02 13:59:00
946,12000,2022-10-02 14:00:00
299,46000,2022-10-02 14:59:00
421,10600,2022-10-02 15:44:00
330,4000,2022-10-02 15:49:00
944,550,2022-10-02 15:55:00
634,124600,2022-10-02 15:58:00
515,15000,2022-10-02 16:25:00
473,1500,2022-10-02 16:32:00
78,38000,2022-10-02 17:11:00
421,18200,2022-10-02 17:11:00
196,9000,2022-10-02 17:30:00
421,30000,2022-10-02 18:17:00
907,2792,2022-10-02 18:19:00
936,4598,2022-10-02 19:05:00
508,30000,2022-10-02 19:10:00
338,7000,2022-10-02 19:17:00
836,10000,2022-10-02 19:25:00
978,18001,2022-10-02 19:33:00
497,10000,2022-10-02 19:37:00
16,10842,2022-10-02 19:45:00
97,5000,2022-10-02 19:54:00
907,1801,2022-10-02 20:10:00
663,8656,2022-10-02 20:27:00
397,1000,2022-10-02 20:31:00
153,10472,2022-10-02 20:35:00
855,5000,2022-10-02 20:41:00
888,2000,2022-10-02 20:48:00
9,11895,2022-10-02 20:55:00
754,13614,2022-10-02 21:26:00
461,9000,2022-10-02 21:31:00
517,7774,2022-10-02 21:36:00
944,500,2022-10-02 21:38:00
659,10000,2022-10-02 22:00:00
39,25701,2022-10-02 22:02:00
137,10000,2022-10-02 22:36:00
168,3000,2022-10-02 22:38:00
920,12000,2022-10-02 22:39:00
754,6117,2022-10-02 23:01:00
825,5000,2022-10-02 23:08:00
164,4650,2022-10-02 23:17:00
421,37300,2022-10-02 23:34:00
852,9300,2022-10-02 23:43:00
542,204305,2022-10-03 00:27:00
836,4000,2022-10-03 00:35:00
31,1596,2022-10-03 00:48:00
200,35000,2022-10-03 01:09:00
31,1422,2022-10-03 01:12:00
967,4800,2022-10-03 01:32:00
370,800,2022-10-03 02:01:00
508,15000,2022-10-03 02:02:00
924,20000,2022-10-03 02:24:00
625,9000,2022-10-03 02:29:00
930,24000,2022-10-03 02:38:00
2,117349,2022-10-03 02:39:00
16,11224,2022-10-03 02:50:00
663,9048,2022-10-03 03:02:00
541,6000,2022-10-03 03:10:00
505,5000,2022-10-03 03:13:00
852,1612,2022-10-03 03:27:00
548,200,2022-10-03 03:28:00
826,18452,2022-10-03 03:46:00
848,16120,2022-10-03 03:55:00
763,7000,2022-10-03 03:56:00
843,19000,2022-10-03 04:06:00
497,17500,2022-10-03 04:12:00
790,5200,2022-10-03 04:43:00
888,4999,2022-10-03 04:51:00
884,44166,2022-10-03 05:37:00
633,5000,2022-10-03 05:55:00
250,87500,2022-10-03 06:00:00
140,14000,2022-10-03 06:27:00
784,1500,2022-10-03 06:53:00
927,9999,2022-10-03 06:55:00
318,2000,2022-10-03 07:08:00
448,9500,2022-10-03 08:00:00
47,2500,2022-10-03 08:04:00
553,20000,2022-10-03 08:15:00
230,500,2022-10-03 08:23:00
354,40000,2022-10-03 08:39:00
153,6500,2022-10-03 08:54:00
78,54000,2022-10-03 09:08:00
78,31000,2022-10-03 09:09:00
536,4128,2022-10-03 09:11:00
920,84975,2022-10-03 09:15:00
967,6000,2022-10-03 10:01:00
633,15000,2022-10-03 10:05:00
448,8000,2022-10-03 10:12:00
449,30281,2022-10-03 10:37:00
765,1000,2022-10-03 10:46:00
304,4000,2022-10-03 10:57:00
421,12900,2022-10-03 11:09:00
884,25000,2022-10-03 11:40:00
380,5000,2022-10-03 11:51:00
20,10000,2022-10-03 11:52:00
31,4000,2022-10-03 11:54:00
478,1483,2022-10-03 12:01:00
309,7500,2022-10-03 12:18:00
421,5200,2022-10-03 12:20:00
47,3110,2022-10-03 12:32:00
856,14000,2022-10-03 12:50:00
916,1618,2022-10-03 13:22:00
190,521,2022-10-03 13:52:00
946,45000,2022-10-03 13:58:00
421,3100,2022-10-03 14:03:00
587,180000,2022-10-03 14:08:00
448,11000,2022-10-03 14:20:00
420,1940,2022-10-03 14:39:00
902,2000,2022-10-03 14:49:00
31,4300,2022-10-03 15:28:00
357,7862,2022-10-03 15:45:00
168,5500,2022-10-03 15:49:00
246,8500,2022-10-03 16:35:00
467,40000,2022-10-03 16:38:00
888,9499,2022-10-03 16:49:00
78,5000,2022-10-03 18:02:00
667,6034,2022-10-03 18:35:00
421,17100,2022-10-03 18:39:00
884,25000,2022-10-03 18:41:00
365,20015,2022-10-03 19:37:00
558,2788,2022-10-03 19:38:00
82,1100,2022-10-03 19:40:00
795,1000,2022-10-03 19:48:00
752,5002,2022-10-03 19:54:00
337,200,2022-10-03 19:57:00
459,5574,2022-10-03 20:39:00
180,5000,2022-10-03 20:46:00
599,22400,2022-10-03 20:57:00
766,2900,2022-10-03 21:04:00
795,1800,2022-10-03 21:10:00
523,9200,2022-10-03 21:14:00
795,15000,2022-10-03 21:21:00
731,12000,2022-10-03 21:41:00
852,2203,2022-10-03 21:53:00
380,3500,2022-10-03 22:01:00
604,4000,2022-10-03 22:17:00
144,28000,2022-10-03 22:57:00
829,32000,2022-10-03 23:29:00
207,5053,2022-10-03 23:36:00
558,2000,2022-10-03 23:38:00
907,2692,2022-10-03 23:45:00
827,100000,2022-10-03 23:57:00
659,2800,2022-10-04 00:01:00
628,5167,2022-10-04 00:01:00
829,9500,2022-10-04 00:14:00
365,9995,2022-10-04 00:20:00
978,50001,2022-10-04 00:21:00
407,7500,2022-10-04 00:40:00
634,217730,2022-10-04 00:46:00
421,16000,2022-10-04 00:47:00
947,20000,2022-10-04 00:51:00
856,30000,2022-10-04 01:05:00
902,10000,2022-10-04 01:05:00
193,34000,2022-10-04 01:21:00
854,17007,2022-10-04 01:28:00
296,10900,2022-10-04 01:32:00
99,154346,2022-10-04 02:06:00
574,12100,2022-10-04 02:12:00
461,2000,2022-10-04 02:19:00
31,1851,2022-10-04 02:24:00
852,1614,2022-10-04 02:34:00
634,191564,2022-10-04 02:34:00
502,9969,2022-10-04 02:35:00
614,3000,2022-10-04 02:35:00
421,4800,2022-10-04 02:37:00
819,8500,2022-10-04 02:59:00
422,15000,2022-10-04 03:07:00
565,1000,2022-10-04 03:13:00
377,11400,2022-10-04 03:21:00
159,12700,2022-10-04 03:43:00
33,9000,2022-10-04 03:46:00
518,400,2022-10-04 03:54:00
64,3700,2022-10-04 03:55:00
987,13000,2022-10-04 03:56:00
634,259116,2022-10-04 04:07:00
47,2800,2022-10-04 04:11:00
972,900,2022-10-04 04:13:00
409,13926,2022-10-04 04:49:00
23,34000,2022-10-04 04:51:00
412,3300,2022-10-04 05:03:00
75,3000,2022-10-04 05:22:00
972,1000,2022-10-04 05:22:00
795,15000,2022-10-04 05:26:00
980,4500,2022-10-04 05:50:00
313,4000,2022-10-04 05:55:00
246,10000,2022-10-04 05:57:00
587,200000,2022-10-04 05:59:00
773,5065,2022-10-04 06:06:00
927,6700,2022-10-04 06:11:00
162,90000,2022-10-04 06:12:00
836,20000,2022-10-04 06:47:00
446,22612,2022-10-04 07:00:00
992,25000,2022-10-04 07:13:00
208,75000,2022-10-04 07:22:00
137,10000,2022-10-04 07:36:00
164,5160,2022-10-04 07:45:00
950,5000,2022-10-04 07:49:00
989,115000,2022-10-04 07:57:00
47,5000,2022-10-04 08:04:00
139,11000,2022-10-04 08:14:00
972,17600,2022-10-04 08:28:00
502,6150,2022-10-04 09:01:00
212,18000,2022-10-04 09:31:00
380,10000,2022-10-04 09:36:00
660,1900,2022-10-04 09:40:00
829,10000,2022-10-04 10:07:00
615,500,2022-10-04 10:11:00
688,31100,2022-10-04 10:13:00
548,900,2022-10-04 10:57:00
185,1000,2022-10-04 11:22:00
330,5000,2022-10-04 11:29:00
93,25000,2022-10-04 11:30:00
900,8000,2022-10-04 11:38:00
795,500,2022-10-04 11:42:00
16,21198,2022-10-04 11:53:00
82,6000,2022-10-04 11:54:00
987,6400,2022-10-04 12:40:00
417,11000,2022-10-04 12:44:00
987,3000,2022-10-04 13:15:00
497,13569,2022-10-04 13:19:00
518,5300,2022-10-04 13:30:00
190,6992,2022-10-04 13:31:00
618,8000,2022-10-04 13:39:00
598,11500,2022-10-04 13:55:00
157,2000,2022-10-04 13:58:00
164,7800,2022-10-04 14:03:00
471,36462,2022-10-04 14:05:00
812,2000,2022-10-04 14:05:00
978,27700,2022-10-04 14:10:00
907,2892,2022-10-04 14:13:00
292,6843,2022-10-04 14:38:00
212,155382,2022-10-04 14:38:00
313,3000,2022-10-04 14:43:00
822,5973,2022-10-04 14:54:00
251,10000,2022-10-04 15:05:00
889,4400,2022-10-04 15:16:00
137,15000,2022-10-04 15:17:00
47,1770,2022-10-04 15:19:00
47,1569,2022-10-04 15:26:00
850,20000,2022-10-04 15:26:00
9,19880,2022-10-04 15:27:00
587,150000,2022-10-04 15:48:00
934,500,2022-10-04 15:58:00
888,3200,2022-10-04 15:59:00
565,270,2022-10-04 16:03:00
289,14000,2022-10-04 16:15:00
829,5000,2022-10-04 16:20:00
634,284444,2022-10-04 16:28:00
456,65000,2022-10-04 17:12:00
907,1401,2022-10-04 17:22:00
829,5000,2022-10-04 17:25:00
502,10100,2022-10-04 17:29:00
797,2500,2022-10-04 17:34:00
11,4000,2022-10-04 18:40:00
855,5000,2022-10-04 18:49:00
258,5000,2022-10-04 19:31:00
934,500,2022-10-04 19:38:00
146,100000,2022-10-04 19:55:00
707,160000,2022-10-04 19:57:00
852,8207,2022-10-04 20:07:00
478,1409,2022-10-04 20:35:00
795,500,2022-10-04 20:48:00
82,19000,2022-10-04 20:50:00
352,89259,2022-10-04 21:07:00
795,1500,2022-10-04 21:21:00
437,47147,2022-10-04 21:29:00
352,30000,2022-10-04 22:01:00
740,280000,2022-10-04 22:33:00
2,19000,2022-10-04 22:42:00
760,4951,2022-10-04 22:51:00
688,36671,2022-10-04 23:14:00
196,35000,2022-10-04 23:31:00
920,10900,2022-10-04 23:52:00
64,3000,2022-10-04 23:55:00
107,3000,2022-10-05 00:05:00
516,3000,2022-10-05 00:14:00
417,2700,2022-10-05 00:26:00
16,6233,2022-10-05 00:32:00
598,3200,2022-10-05 01:30:00
182,26725,2022-10-05 01:33:00
980,600,2022-10-05 01:40:00
421,15000,2022-10-05 01:49:00
663,6484,2022-10-05 01:53:00
845,20000,2022-10-05 01:54:00
912,700,2022-10-05 01:58:00
852,5362,2022-10-05 02:03:00
850,1800,2022-10-05 02:15:00
855,5000,2022-10-05 02:26:00
421,8400,2022-10-05 02:34:00
25,7500,2022-10-05 02:36:00
273,5000,2022-10-05 03:00:00
309,8000,2022-10-05 03:03:00
628,6500,2022-10-05 03:16:00
365,100000,2022-10-05 03:17:00
292,10149,2022-10-05 03:36:00
33,1000,2022-10-05 03:49:00
795,1300,2022-10-05 03:50:00
142,45500,2022-10-05 03:53:00
196,45000,2022-10-05 04:17:00
162,130000,2022-10-05 04:17:00
898,6511,2022-10-05 04:37:00
852,2367,2022-10-05 04:47:00
412,3500,2022-10-05 04:50:00
856,15000,2022-10-05 05:10:00
18,4000,2022-10-05 05:12:00
107,9000,2022-10-05 05:24:00
421,5100,2022-10-05 05:51:00
795,7984,2022-10-05 06:28:00
829,14000,2022-10-05 06:48:00
927,9999,2022-10-05 06:59:00
47,2459,2022-10-05 07:28:00
909,20860,2022-10-05 07:47:00
884,4800,2022-10-05 07:57:00
634,264565,2022-10-05 07:58:00
164,5000,2022-10-05 08:23:00
649,1000,2022-10-05 08:26:00
936,3558,2022-10-05 08:29:00
587,280000,2022-10-05 08:50:00
502,12826,2022-10-05 08:52:00
523,25000,2022-10-05 09:08:00
162,140000,2022-10-05 09:12:00
985,1000,2022-10-05 09:16:00
2,36000,2022-10-05 09:30:00
934,600,2022-10-05 09:32:00
763,9600,2022-10-05 09:38:00
888,4000,2022-10-05 10:39:00
190,8000,2022-10-05 11:07:00
648,13000,2022-10-05 11:10:00
801,7500,2022-10-05 11:18:00
850,11777,2022-10-05 11:46:00
316,2700,2022-10-05 11:53:00
302,2665,2022-10-05 12:12:00
566,3000,2022-10-05 12:30:00
878,9494,2022-10-05 12:35:00
854,1050,2022-10-05 13:03:00
421,11900,2022-10-05 13:19:00
141,25000,2022-10-05 13:33:00
448,7000,2022-10-05 13:39:00
559,5990,2022-10-05 13:52:00
710,43000,2022-10-05 13:57:00
137,5000,2022-10-05 13:58:00
357,5371,2022-10-05 14:06:00
9,19925,2022-10-05 14:08:00
421,14600,2022-10-05 14:13:00
289,5000,2022-10-05 14:23:00
130,25200,2022-10-05 15:08:00
852,4807,2022-10-05 15:11:00
517,11000,2022-10-05 15:26:00
817,8000,2022-10-05 15:33:00
927,8000,2022-10-05 15:51:00
795,4000,2022-10-05 16:03:00
649,340,2022-10-05 16:17:00
168,5500,2022-10-05 16:30:00
553,3000,2022-10-05 16:42:00
946,48000,2022-10-05 17:06:00
377,5000,2022-10-05 17:07:00
790,3000,2022-10-05 17:21:00
634,173621,2022-10-05 17:21:00
828,9999,2022-10-05 17:41:00
967,5000,2022-10-05 17:54:00
31,3000,2022-10-05 18:06:00
815,17200,2022-10-05 18:19:00
140,8000,2022-10-05 18:39:00
547,20000,2022-10-05 18:46:00
32,5491,2022-10-05 18:53:00
759,4000,2022-10-05 18:58:00
157,26666,2022-10-05 19:12:00
659,15000,2022-10-05 19:13:00
229,1565,2022-10-05 19:50:00
795,2500,2022-10-05 19:53:00
777,16000,2022-10-05 19:54:00
972,3300,2022-10-05 20:02:00
47,2300,2022-10-05 20:20:00
246,9000,2022-10-05 21:34:00
107,1600,2022-10-05 21:35:00
536,4056,2022-10-05 21:56:00
829,12000,2022-10-05 22:16:00
164,3500,2022-10-05 22:24:00
920,38300,2022-10-05 22:36:00
845,38000,2022-10-05 22:38:00
47,1900,2022-10-05 22:55:00
365,52841,2022-10-05 23:12:00
941,4021,2022-10-05 23:14:00
184,7022,2022-10-05 23:18:00
365,48130,2022-10-05 23:23:00
920,58100,2022-10-05 23:26:00
112,53266,2022-10-05 23:43:00
662,3948,2022-10-05 23:46:00
523,19949,2022-10-05 23:56:00
829,21000,2022-10-06 00:00:00
442,25000,2022-10-06 00:20:00
553,4000,2022-10-06 00:34:00
31,4000,2022-10-06 00:37:00
713,5000,2022-10-06 00:39:00
60,5000,2022-10-06 00:47:00
852,5843,2022-10-06 00:53:00
971,3433,2022-10-06 01:09:00
59,13067,2022-10-06 01:14:00
212,97000,2022-10-06 01:24:00
688,47800,2022-10-06 01:46:00
884,360,2022-10-06 01:56:00
517,12016,2022-10-06 02:01:00
474,9000,2022-10-06 02:31:00
142,32000,2022-10-06 02:36:00
11,6000,2022-10-06 02:45:00
627,5000,2022-10-06 02:50:00
902,5000,2022-10-06 03:07:00
664,200,2022-10-06 03:09:00
272,13500,2022-10-06 03:23:00
47,1800,2022-10-06 03:32:00
699,20000,2022-10-06 03:33:00
553,5000,2022-10-06 03:44:00
372,10000,2022-10-06 03:51:00
766,6500,2022-10-06 03:54:00
380,1600,2022-10-06 04:03:00
634,134675,2022-10-06 04:34:00
565,2300,2022-10-06 05:05:00
788,7602,2022-10-06 05:09:00
202,33000,2022-10-06 05:40:00
978,5001,2022-10-06 05:45:00
168,2200,2022-10-06 05:58:00
845,27000,2022-10-06 06:14:00
289,10000,2022-10-06 06:20:00
292,3325,2022-10-06 06:25:00
318,1000,2022-10-06 07:21:00
515,40000,2022-10-06 07:41:00
162,150000,2022-10-06 07:42:00
790,4000,2022-10-06 07:51:00
55,2000,2022-10-06 08:11:00
380,400,2022-10-06 08:29:00
164,4000,2022-10-06 08:40:00
691,5600,2022-10-06 08:45:00
653,24150,2022-10-06 08:51:00
691,3500,2022-10-06 09:31:00
754,1032,2022-10-06 09:56:00
365,48679,2022-10-06 10:01:00
422,30000,2022-10-06 10:04:00
185,8602,2022-10-06 10:24:00
907,2910,2022-10-06 10:28:00
518,6000,2022-10-06 11:01:00
415,92718,2022-10-06 11:09:00
417,15000,2022-10-06 11:11:00
548,100,2022-10-06 11:18:00
164,5278,2022-10-06 11:41:00
809,12000,2022-10-06 12:09:00
488,21900,2022-10-06 12:13:00
797,2500,2022-10-06 12:28:00
318,1000,2022-10-06 12:34:00
47,3000,2022-10-06 12:51:00
112,1900,2022-10-06 13:32:00
508,24000,2022-10-06 13:37:00
60,7000,2022-10-06 13:46:00
39,14000,2022-10-06 14:24:00
672,82500,2022-10-06 14:32:00
944,600,2022-10-06 14:41:00
421,20000,2022-10-06 14:46:00
309,7000,2022-10-06 14:51:00
330,5000,2022-10-06 15:07:00
588,15000,2022-10-06 15:33:00
796,6000,2022-10-06 16:08:00
900,9000,2022-10-06 16:10:00
852,7200,2022-10-06 16:17:00
850,15000,2022-10-06 16:21:00
518,1260,2022-10-06 16:31:00
518,260,2022-10-06 17:02:00
832,4370,2022-10-06 17:28:00
941,65000,2022-10-06 17:43:00
355,15000,2022-10-06 17:46:00
99,30656,2022-10-06 17:48:00
342,9900,2022-10-06 17:52:00
516,11000,2022-10-06 17:53:00
654,188,2022-10-06 18:01:00
114,7500,2022-10-06 18:06:00
694,11981,2022-10-06 18:14:00
946,7000,2022-10-06 18:18:00
949,51000,2022-10-06 18:27:00
16,7598,2022-10-06 18:28:00
474,14000,2022-10-06 18:31:00
934,1500,2022-10-06 18:32:00
36,11000,2022-10-06 18:36:00
796,10000,2022-10-06 19:12:00
920,24200,2022-10-06 19:13:00
185,604,2022-10-06 19:23:00
371,9900,2022-10-06 19:27:00
934,1000,2022-10-06 20:10:00
648,719,2022-10-06 20:25:00
272,3000,2022-10-06 21:02:00
421,12000,2022-10-06 21:14:00
82,1100,2022-10-06 21:33:00
31,1500,2022-10-06 21:46:00
125,500,2022-10-06 21:59:00
945,20000,2022-10-06 22:14:00
473,5000,2022-10-06 22:15:00
597,18375,2022-10-06 22:31:00
27,173581,2022-10-06 22:38:00
246,7000,2022-10-06 23:10:00
944,500,2022-10-06 23:30:00
855,5000,2022-10-06 23:46:00
204,7745,2022-10-06 23:50:00
93,3019,2022-10-07 00:03:00
927,7000,2022-10-07 00:19:00
50,2000,2022-10-07 00:22:00
580,3878,2022-10-07 00:28:00
713,10000,2022-10-07 00:45:00
157,35555,2022-10-07 01:49:00
187,680,2022-10-07 02:09:00
829,23000,2022-10-07 02:15:00
854,4457,2022-10-07 02:27:00
435,1300,2022-10-07 02:36:00
407,7500,2022-10-07 02:45:00
967,14478,2022-10-07 02:57:00
130,210000,2022-10-07 02:58:00
11,2000,2022-10-07 03:13:00
93,8043,2022-10-07 03:17:00
684,1000,2022-10-07 03:25:00
795,9000,2022-10-07 03:36:00
992,15000,2022-10-07 03:58:00
530,2500,2022-10-07 03:59:00
412,1700,2022-10-07 04:02:00
646,9668,2022-10-07 04:13:00
31,3100,2022-10-07 04:29:00
390,3000,2022-10-07 04:33:00
63,12000,2022-10-07 04:34:00
78,11000,2022-10-07 04:46:00
515,100000,2022-10-07 04:47:00
497,10698,2022-10-07 04:55:00
565,20000,2022-10-07 04:56:00
583,20000,2022-10-07 05:32:00
565,1500,2022-10-07 05:44:00
185,2000,2022-10-07 06:15:00
517,9269,2022-10-07 06:33:00
200,35000,2022-10-07 06:52:00
949,25000,2022-10-07 07:05:00
167,3500,2022-10-07 07:17:00
518,5700,2022-10-07 07:19:00
289,8000,2022-10-07 07:29:00
157,33333,2022-10-07 07:53:00
944,500,2022-10-07 08:21:00
909,25000,2022-10-07 08:25:00
980,1100,2022-10-07 08:27:00
112,400,2022-10-07 09:32:00
157,15555,2022-10-07 09:35:00
850,2372,2022-10-07 10:21:00
664,9500,2022-10-07 10:23:00
164,4240,2022-10-07 10:56:00
496,8261,2022-10-07 11:03:00
321,1000,2022-10-07 11:22:00
64,4800,2022-10-07 11:24:00
309,6000,2022-10-07 11:56:00
471,26000,2022-10-07 12:03:00
474,10000,2022-10-07 12:07:00
855,5000,2022-10-07 12:08:00
464,108961,2022-10-07 12:10:00
64,4900,2022-10-07 12:31:00
795,1500,2022-10-07 12:46:00
907,1050,2022-10-07 13:19:00
900,1500,2022-10-07 14:03:00
185,2505,2022-10-07 14:14:00
850,5000,2022-10-07 14:42:00
639,100000,2022-10-07 14:59:00
407,5000,2022-10-07 15:05:00
78,49000,2022-10-07 15:29:00
944,1100,2022-10-07 16:05:00
164,5300,2022-10-07 16:15:00
850,25965,2022-10-07 16:20:00
547,7966,2022-10-07 16:59:00
47,2336,2022-10-07 17:02:00
602,67707,2022-10-07 17:21:00
114,3000,2022-10-07 17:22:00
518,5000,2022-10-07 17:39:00
157,27777,2022-10-07 17:39:00
625,20000,2022-10-07 17:51:00
60,8500,2022-10-07 17:56:00
336,15000,2022-10-07 19:08:00
130,60000,2022-10-07 19:32:00
175,80000,2022-10-07 19:34:00
548,500,2022-10-07 19:45:00
541,9800,2022-10-07 20:03:00
930,7500,2022-10-07 20:32:00
972,1000,2022-10-07 20:35:00
31,2837,2022-10-07 20:43:00
106,3000,2022-10-07 20:47:00
93,15900,2022-10-07 21:02:00
795,2000,2022-10-07 21:16:00
776,9000,2022-10-07 21:26:00
31,300,2022-10-07 21:48:00
852,4599,2022-10-07 21:58:00
474,39000,2022-10-07 22:36:00
421,14800,2022-10-07 22:53:00
989,120000,2022-10-07 22:57:00
518,1500,2022-10-07 23:14:00
587,90000,2022-10-07 23:24:00
796,10000,2022-10-07 23:42:00
968,3000,2022-10-07 23:54:00
723,3350,2022-10-08 00:13:00
97,8000,2022-10-08 00:17:00
763,2753,2022-10-08 00:30:00
